Frame Number,Timecode,adaptive_ratio (w=2),content_val,delta_edges,delta_hue,delta_lum,delta_sat
89,00:00:02.933,0.972096044403591,6.702770091869212,19.997965494791668,9.550957573784721,5.522786458333333,5.034566243489583
90,00:00:02.967,0.9826356498845411,6.654995388454861,17.678934733072918,10.303243001302084,4.948689778645833,4.713053385416667
91,00:00:03.000,0.9669325191169295,6.155867965133102,17.5457763671875,9.495808919270834,4.579847547743055,4.391947428385417
92,00:00:03.033,1.1403264328894573,6.647375036168981,17.134195963541668,10.967732747395834,4.45452880859375,4.519863552517361
93,00:00:03.067,0.9526233442434555,5.460413049768519,18.483072916666668,8.109205457899305,4.168735080295139,4.103298611111111
94,00:00:03.100,0.9062585953962881,5.046169704861112,17.684122721354168,6.956787109375,4.177415635850695,4.004306369357639
95,00:00:03.133,0.9907197200216618,5.078486689814815,18.004048665364582,6.832729763454861,4.194369845920139,4.208360460069445
96,00:00:03.167,1.0160063904544165,5.086263020833333,19.700520833333332,6.925455729166667,4.118428548177083,4.21490478515625
97,00:00:03.200,0.9610775406891686,4.91138599537037,17.618408203125,6.024990505642361,4.399590386284722,4.309577094184028
98,00:00:03.233,0.9828462169962067,4.988489221643518,17.511189778645832,5.8319091796875,4.680867513020833,4.452690972222222
99,00:00:03.267,1.0277771614399633,5.2879254376446765,19.918416341145832,6.70843505859375,4.723653157552083,4.431688096788195
100,00:00:03.300,0.9569048261730828,5.016642252604167,19.79736328125,6.044352213541667,4.840996636284722,4.164577907986111
101,00:00:03.333,1.0996458052906788,5.663529007523149,21.02691650390625,7.475145128038195,5.038614908854167,4.476826985677083
102,00:00:03.367,0.9872841735755449,5.03034351490162,17.952168782552082,6.548204210069445,4.458448621961805,4.084377712673611
103,00:00:03.400,1.08045291205869,5.266373245804398,18.496907552083332,7.1759033203125,4.47161865234375,4.151597764756945
104,00:00:03.433,0.9632739034178749,4.433984827112268,16.978556315104168,5.2698974609375,4.2568359375,3.7752210828993054
105,00:00:03.467,0.9741657410248444,4.369052463107638,17.62359619140625,4.944173177083333,4.08807373046875,4.074910481770833
106,00:00:03.500,0.8143963368609755,3.7463763201678244,14.86358642578125,4.191229926215278,3.4131062825520835,3.634792751736111
107,00:00:03.533,0.9982026345873878,4.492933485243056,16.904195149739582,5.271708170572917,4.387363009982639,3.819729275173611
108,00:00:03.567,1.2152059492673126,5.104781539351851,19.4134521484375,6.693956163194445,4.779744466145833,3.8406439887152777
109,00:00:03.600,0.31273675453804506,4.78388355396412,20.753682454427082,6.459642198350695,4.249043782552083,3.6429646809895835
110,00:00:03.633,0.24433568181985896,3.779823585792824,15.167948404947916,5.266703287760417,3.3445366753472223,2.7282307942708335
111,00:00:03.667,11.269995092248148,47.809814453125,120.74869791666667,61.49321831597222,50.19349500868056,31.74273003472222
112,00:00:03.700,0.2768243867787572,4.180711534288194,17.035624186197918,5.887810601128472,4.451178656684028,2.2031453450520835
113,00:00:03.733,0.2809973586892748,4.224466959635417,16.914571126302082,5.795220269097222,4.640313042534722,2.2378675672743054
114,00:00:03.767,1.2460332698587044,4.595479329427083,17.320963541666668,7.012369791666667,4.364861382378472,2.409206814236111
115,00:00:03.800,0.9575640240039606,3.549320927372685,15.06591796875,4.85595703125,3.736083984375,2.0559217664930554
116,00:00:03.833,0.604334637734251,2.797849301938657,14.519449869791666,3.96636962890625,2.7766248914930554,1.6505533854166667
117,00:00:03.867,0.6823333675443022,3.2086633752893516,14.6405029296875,4.897393120659722,3.0273505316840277,1.7012464735243056
118,00:00:03.900,1.681226707014102,7.165079752604167,13.429972330729166,15.720601399739584,2.9792073567708335,2.7954305013020835
119,00:00:03.933,0.927801489926153,5.297695583767362,13.046061197916666,10.807135687934029,2.8552381727430554,2.230712890625
120,00:00:03.967,0.8867448306493095,5.743057816116898,12.950948079427084,12.1065673828125,2.795932345920139,2.3266737196180554
121,00:00:04.000,1.1531660116197517,6.7229795102719905,14.61456298828125,13.808878580729166,3.12200927734375,3.2380506727430554
122,00:00:04.033,1.1202965670573164,6.720492892795139,13.1878662109375,14.093404134114584,2.980258517795139,3.0878160264756946
123,00:00:04.067,0.8423640198717296,5.55882884837963,13.718770345052084,11.104288736979166,2.9825236002604165,2.5896742078993054
124,00:00:04.100,0.9030900392746183,5.970540364583333,13.386739095052084,12.072096082899305,3.1070963541666665,2.7324286566840277
125,00:00:04.133,1.104074133682157,6.982313368055556,14.339599609375,14.10512966579861,3.549716525607639,3.2920939127604165
126,00:00:04.167,1.0817126636059156,7.183304398148149,15.07110595703125,14.603169759114584,3.5787421332465277,3.3680013020833335
127,00:00:04.200,0.9201087990552782,6.583864565248843,14.393208821614584,12.919806586371529,3.7223578559027777,3.1094292534722223
128,00:00:04.233,0.9747148504653033,7.025989673755787,14.9932861328125,13.927483452690971,3.838039822048611,3.3124457465277777
129,00:00:04.267,1.0570299422109748,7.430505823206019,16.532389322916668,14.61062282986111,4.074632432725695,3.60626220703125
130,00:00:04.300,1.0893960882705285,7.635330765335648,16.475321451822918,15.400872124565971,3.789340549045139,3.7157796223958335
131,00:00:04.333,0.9411804036623184,6.873245804398148,14.995015462239584,13.529425726996529,3.7263047960069446,3.3640068901909723
132,00:00:04.367,0.867170537004007,6.705353913483795,15.935770670572916,13.333062065972221,3.5668538411458335,3.2161458333333335
133,00:00:04.400,0.9523319685125495,7.439982096354167,16.96990966796875,14.689134385850695,4.021843804253472,3.6089680989583335
134,00:00:04.433,1.1533937050591407,8.981246383101851,16.72088623046875,17.879781087239582,4.741556803385417,4.322401258680555
135,00:00:04.467,1.04315572027998,8.689685962818286,17.476603190104168,17.06633843315972,4.882392035590278,4.120327419704861
136,00:00:04.500,1.0160130756653765,8.312179000289353,16.871337890625,16.5401611328125,4.500590006510417,3.895785861545139
137,00:00:04.533,1.1979132537430346,8.587354871961805,17.269083658854168,16.91983371310764,4.723280164930555,4.118950737847222
138,00:00:04.567,0.9498087702541911,6.466405797887732,14.675089518229166,12.703138563368055,3.3654852973090277,3.330593532986111
139,00:00:04.600,0.8189143362172927,5.206108940972222,14.797871907552084,9.738206651475695,3.0859171549479165,2.7942030164930554
140,00:00:04.633,0.9321434747579077,5.126810709635417,14.528096516927084,9.979146321614584,2.7935858832465277,2.607699924045139
141,00:00:04.667,1.0875044056293697,5.248749909577547,12.52899169921875,10.416205512152779,2.6133219401041665,2.7167222764756946
142,00:00:04.700,1.110323905897458,5.078828034577547,12.905985514322916,10.21188015407986,2.3828803168402777,2.6417236328125
143,00:00:04.733,0.8215652128291911,3.8939208984375,13.220723470052084,7.112494574652778,2.368191189236111,2.201076931423611
144,00:00:04.767,0.8952017245451211,4.027262369791667,13.1982421875,7.438713921440972,2.3914320203993054,2.2516411675347223
145,00:00:04.800,1.145904666946785,4.603707772714121,13.715311686197916,8.679022894965279,2.5239122178819446,2.608188205295139
146,00:00:04.833,1.0989908145201033,4.418425383391203,13.32275390625,8.270928276909721,2.4412638346354165,2.5430840386284723
147,00:00:04.867,0.862695948035233,3.730516221788194,11.904703776041666,6.497694227430555,2.420864529079861,2.2729899088541665
148,00:00:04.900,0.9070241645324975,3.7202690972222228,12.432149251302084,6.317905002170139,2.4890001085069446,2.3539021809895835
149,00:00:04.933,0.3334049985473213,4.5546129014756955,14.014485677083334,8.117621527777779,2.7447441948784723,2.8014729817708335
150,00:00:04.967,0.26543411003732603,3.7029283311631946,11.44989013671875,5.925611707899305,2.6254408094618054,2.5577324761284723
151,00:00:05.000,11.10921407304921,43.48989303023726,101.96990966796875,65.70883517795139,38.525363498263886,26.23548041449653
152,00:00:05.033,0.29954069764394486,4.0370709454571765,12.91290283203125,4.568060980902778,4.588446723090278,2.9547051323784723
153,00:00:05.067,0.24959097824453705,3.3644228334780095,11.359965006510416,3.705776638454861,3.8105604383680554,2.576931423611111
154,00:00:05.100,1.0175834949301534,3.3529052734375,10.310262044270834,4.510443793402778,3.1212632921006946,2.4270087348090277
155,00:00:05.133,0.978479764085826,3.0391122323495368,10.984700520833334,3.6551717122395835,3.209628634982639,2.252536349826389
156,00:00:05.167,0.8755815993061904,2.7392668547453702,9.884847005208334,3.1865641276041665,2.8993394639756946,2.13189697265625
157,00:00:05.200,1.0144927872269633,2.9672173394097228,9.964396158854166,3.722900390625,3.0161200629340277,2.162631564670139
158,00:00:05.233,1.0851751033350046,3.154810022424769,9.860636393229166,4.101243760850695,3.0692681206597223,2.293918185763889
159,00:00:05.267,0.8811562914737078,2.7661245840567132,11.648763020833334,3.0558946397569446,3.1260240342881946,2.116455078125
160,00:00:05.300,0.9567450740148371,3.1561505353009256,13.180948893229166,3.3941514756944446,3.5933024088541665,2.4809977213541665
161,00:00:05.333,0.999145078933808,3.2786164460358798,12.537638346354166,3.610507541232639,3.6709526909722223,2.5543891059027777
162,00:00:05.367,1.1966809355881072,3.9958157009548607,12.615458170572916,4.873223198784722,4.192009819878472,2.922214084201389
163,00:00:05.400,0.852204394449739,3.2075963903356484,13.879597981770834,3.3731892903645835,3.855007595486111,2.39459228515625
164,00:00:05.433,0.9458451862219838,3.713964391637731,16.04644775390625,4.32025146484375,4.033637152777778,2.7880045572916665
165,00:00:05.467,1.083092008171494,4.06712962962963,15.06072998046875,5.227457682291667,4.146986219618055,2.8269449869791665
166,00:00:05.500,1.1836300831024011,4.4358950014467595,14.45892333984375,6.153347439236111,4.260104709201389,2.8942328559027777
167,00:00:05.533,0.9621092234886803,3.6629842122395835,13.978169759114584,4.530178493923611,4.033440483940972,2.4253336588541665
168,00:00:05.567,0.9578711437565584,3.5467371057581025,13.12042236328125,4.507615831163195,3.8151787651909723,2.317416720920139
169,00:00:05.600,0.9504037189481565,3.1792127821180554,11.81304931640625,4.32501220703125,3.1018202039930554,2.110805935329861
170,00:00:05.633,1.1745947460303232,3.532823350694444,11.9012451171875,5.200141059027778,3.2035454644097223,2.1947835286458335
171,00:00:05.667,0.867711597347495,2.6379281503182868,11.66259765625,3.2634141710069446,2.8348592122395835,1.8155110677083333
172,00:00:05.700,0.8719821161893354,2.6669040256076393,10.076802571614584,3.5272420247395835,2.7166815863715277,1.7567884657118056
173,00:00:05.733,1.0246989997437055,2.7814511899594905,10.145975748697916,3.90594482421875,2.6987440321180554,1.7396647135416667
174,00:00:05.767,1.24653000800305,3.281552915219907,10.234171549479166,4.890204535590278,2.9086710611979165,2.0457831488715277
175,00:00:05.800,0.7603534068831439,2.271247016059028,10.135599772135416,2.7653333875868054,2.4167073567708335,1.6317003038194444
176,00:00:05.833,0.9112197299179545,2.8105988679108798,10.934549967447916,3.6131795247395835,2.8592529296875,1.9593641493055556
177,00:00:05.867,1.0247467903230818,3.074772587528935,11.197408040364584,4.272379557291667,2.8248697916666665,2.1270684136284723
178,00:00:05.900,1.2092997381740855,3.7101711697048607,13.177490234375,5.317023383246528,3.1652289496527777,2.6482611762152777
179,00:00:05.933,0.9837395219951506,3.210060402199074,12.679443359375,3.973782009548611,3.2133721245659723,2.443027072482639
180,00:00:05.967,0.9411915204555966,3.176699037905093,11.415303548177084,4.080098470052083,3.0770806206597223,2.3729180230034723
181,00:00:06.000,0.9811517888793687,3.0908383969907405,10.571390787760416,4.102003309461805,2.9055243598090277,2.264987521701389
182,00:00:06.033,1.1675621588016136,3.48968505859375,10.57830810546875,5.142740885416667,2.9891425238715277,2.3371717664930554
183,00:00:06.067,0.8997559849387796,2.724412706163194,10.562744140625,3.3384874131944446,2.8554212782118054,1.9793294270833333
184,00:00:06.100,0.9675813694820482,2.963507758246528,9.29168701171875,4.255052354600695,2.693115234375,1.9423556857638888
185,00:00:06.133,0.8524284325419978,2.567753544560185,9.570109049479166,3.4556138780381946,2.4250623914930554,1.8225843641493056
186,00:00:06.167,1.2468016104870132,3.4693467881944446,10.154622395833334,5.123026529947917,2.9349568684895835,2.3500569661458335
187,00:00:06.200,0.99028919534126,2.8918547453703702,10.457255045572916,3.7431437174479165,2.7550862630208335,2.177334255642361
188,00:00:06.233,0.8397001479067461,2.707273130063657,9.853719075520834,3.3096177842881946,2.6876898871527777,2.12451171875
189,00:00:06.267,0.9518730018224039,2.9364759657118054,9.442138671875,3.7145792643229165,2.8118489583333335,2.2829996744791665
190,00:00:06.300,1.2396897487467904,3.5987028899016202,10.15289306640625,4.906012641059028,3.057278103298611,2.8328179253472223
191,00:00:06.333,0.9842391565088742,3.1419496889467595,9.874471028645834,3.7690497504340277,3.125244140625,2.53155517578125
192,00:00:06.367,0.7949394979718726,2.825925473813658,10.16845703125,3.032619900173611,2.996371799045139,2.4487847222222223
193,00:00:06.400,1.0133317022151838,3.407945421006944,11.225077311197916,4.495327419704861,3.0777113172743054,2.6507975260416665
194,00:00:06.433,1.2709607208794187,4.070977105034722,12.25921630859375,5.4071044921875,3.5963338216145835,3.2094930013020835
195,00:00:06.467,0.9313933173687045,3.4135855215567132,11.275227864583334,4.080044216579861,3.4607137044270835,2.6999986436631946
196,00:00:06.500,0.8061112813679416,3.1648265697337963,11.109212239583334,3.7721421983506946,3.2292277018229165,2.4931098090277777
197,00:00:06.533,1.102884127444758,4.016375506365741,12.900797526041666,5.261820475260417,3.8778550889756946,2.909450954861111
198,00:00:06.567,1.1290494756957075,4.2032289858217595,12.911173502604166,5.59283447265625,3.9501546223958335,3.0666978624131946
199,00:00:06.600,0.9333842640096869,3.7851675528067124,12.781473795572916,4.363186306423611,4.103298611111111,2.8890177408854165
200,00:00:06.633,0.9398232457293587,3.924843117042824,12.95440673828125,4.623365614149305,4.114725748697917,3.03643798828125
201,00:00:06.667,0.9846054062199129,4.076813874421297,13.096211751302084,5.202372233072917,3.9896714952256946,3.0383978949652777
202,00:00:06.700,1.1131417014028866,4.639390733506945,13.720499674479166,6.15966796875,4.307895236545139,3.4506089952256946
203,00:00:06.733,0.9373954079335803,4.212822808159722,15.0140380859375,5.19195556640625,4.221747504340278,3.224765353732639
204,00:00:06.767,0.9437673539266396,4.456859447337963,15.28900146484375,5.865790473090278,4.2042236328125,3.300564236111111
205,00:00:06.800,1.0189292281725528,4.803652162905093,13.0633544921875,6.454494900173611,4.529676649305555,3.426784939236111
206,00:00:06.833,1.0994784474780785,5.2337872540509265,14.16839599609375,7.482198079427083,4.490790473090278,3.7283732096354165
207,00:00:06.867,1.0161271122128526,4.954178421585648,14.49005126953125,6.527364095052083,4.721794976128472,3.613376193576389
208,00:00:06.900,0.9656110811602908,4.826291684751157,14.512532552083334,6.502509223090278,4.352552625868055,3.623813205295139
209,00:00:06.933,0.9310180427822009,4.638468424479167,13.834635416666666,6.533921983506945,3.9645792643229165,3.416904025607639
210,00:00:06.967,1.0566722901217336,5.166259765625,14.588623046875,7.509962293836805,4.250827365451389,3.7379896375868054
211,00:00:07.000,1.0092475994286096,4.981856734664352,14.23583984375,6.908921983506945,4.433444552951389,3.6032036675347223
212,00:00:07.033,1.028503857439992,5.11009837962963,12.791849772135416,7.42340087890625,4.364339192708333,3.5425550672743054
213,00:00:07.067,0.9629580805115485,4.830008047598379,12.107035319010416,6.826307508680555,4.322157118055555,3.3415595160590277
214,00:00:07.100,0.9463206368640239,4.895785861545138,12.618916829427084,7.006876627604167,4.304456922743055,3.3760240342881946
215,00:00:07.133,0.9692925987928667,5.075471100983797,13.910725911458334,7.138298882378472,4.548082139756945,3.5400322808159723
216,00:00:07.167,1.0721762880802717,5.67840576171875,15.240580240885416,8.1092529296875,4.856818305121528,4.069146050347222
217,00:00:07.200,1.0269067520559325,5.540852864583333,15.614115397135416,7.971096462673611,4.583570692274305,4.067891438802083
218,00:00:07.233,1.0493074699576088,5.672487612123843,16.6741943359375,8.242323133680555,4.709818522135417,4.065321180555555
219,00:00:07.267,0.9432340919027109,5.156326859085648,15.238850911458334,7.153801812065972,4.586439344618055,3.7287394205729165
220,00:00:07.300,0.9652262405884449,5.248153121383101,14.714864095052084,7.244181315104167,4.743428548177083,3.7568495008680554
221,00:00:07.333,1.0431593032280695,5.40509033203125,13.632303873697916,7.954549153645833,4.643229166666667,3.61749267578125
222,00:00:07.367,1.080426283315632,5.514998824508102,14.725240071614584,8.237006293402779,4.655293782552083,3.6526963975694446
223,00:00:07.400,0.8990455233490056,4.806369357638888,13.61328125,6.567247178819445,4.603346082899305,3.2485148111979165
224,00:00:07.433,0.9185965063638589,4.958249692563657,14.083658854166666,6.766615125868055,4.752007378472222,3.3561265733506946
225,00:00:07.467,1.047258120897307,5.5059814453125,15.193888346354166,7.984029134114583,4.925394694010417,3.6085205078125
226,00:00:07.500,1.0965373919369787,5.763194896556712,15.60546875,8.245293511284721,5.171617296006945,3.8726738823784723
227,00:00:07.533,1.0119347895769422,5.502269603587963,14.8687744140625,7.572055392795139,5.197774251302083,3.7369791666666665
228,00:00:07.567,0.9180911475554494,5.056749131944445,15.743815104166666,6.548163519965278,4.964952256944445,3.657131618923611
229,00:00:07.600,1.0306823657884783,5.423577202690971,14.818623860677084,7.597052680121528,4.909071180555555,3.7646077473958335
230,00:00:07.633,1.0379888630066367,5.342536078559028,15.228474934895834,7.543117947048611,4.767401801215278,3.7170884874131946
231,00:00:07.667,0.9988266143046455,5.146936487268519,15.084940592447916,7.023959689670139,4.770114474826389,3.6467352973090277
232,00:00:07.700,1.005010088529234,4.960765697337963,14.683736165364584,6.98822021484375,4.421915690104167,3.4721611870659723
